trip_miles,trip_seconds,fare,company,payment_type,tip_rate
1.5,909,9.5,Sun Taxi,Credit Card,31.6
0.5,303,5.0,Flash Cab,Prcard,0.0
1.12,678,7.75,Flash Cab,Cash,0.0
1.12,678,7.75,City Service,Cash,0.0
0.91,550,6.75,City Service,Cash,0.0
1.01,610,7.25,Flash Cab,Cash,0.0
0.53,320,5.25,Flash Cab,Cash,0.0
0.54,326,5.25,Flash Cab,Cash,0.0
0.58,350,5.5,City Service,Mobile,21.8
1.39,838,9.0,City Service,Credit Card,20.8
0.82,494,6.5,Medallion Leasin,Credit Card,26.7
2.09,1259,12.25,City Service,Credit Card,31.2
0.97,584,9.0,Medallion Leasin,Mobile,17.2
1.5,903,9.5,Chicago Independents,Credit Card,31.6
3.6,2167,19.5,Chicago Independents,Cash,0.0
0.56,337,5.5,24 Seven Taxi,Credit Card,36.4
1.69,1017,11.0,Flash Cab,Prcard,0.0
1.14,686,9.0,Chicago Independents,Mobile,23.0
5.33,3206,28.0,City Service,Prcard,0.0
0.68,409,6.0,Flash Cab,Cash,0.0
1.38,830,9.0,Medallion Leasin,Cash,0.0
1.04,625,10.05,Flash Cab,Mobile,23.0
0.7,420,6.0,Choice Taxi Association,Cash,0.0
0.6,360,5.5,Globe Taxi,Credit Card,36.4
0.7,420,6.0,Top Cab Affiliation,Cash,0.0
0.7,420,5.5,Taxi Affiliation Services,Cash,0.0
0.6,360,5.5,Taxi Affiliation Services,Unknown,0.0
0.6,360,5.75,Taxi Affiliation Services,Cash,0.0
0.6,360,5.75,Top Cab Affiliation,Credit Card,34.8
0.6,360,5.75,Globe Taxi,Credit Card,59.3
0.7,420,6.25,Chicago Independents,Credit Card,48.0
0.6,360,5.75,Taxi Affiliation Services,Cash,0.0
0.7,420,9.25,Taxi Affiliation Services,Cash,0.0
0.6,360,5.75,Taxi Affiliation Services,Cash,0.0
0.6,360,6.0,Taxi Affiliation Services,Cash,0.0
0.7,420,6.0,Taxi Affiliation Services,Cash,0.0
1.4,840,9.25,Taxi Affiliation Services,Credit Card,21.6
0.94,564,7.0,Sun Taxi,Cash,0.0
0.6,360,5.5,Globe Taxi,Cash,0.0
0.7,420,6.25,"Taxicab Insurance Agency, LLC",Credit Card,40.0
1.4,840,9.5,Taxi Affiliation Services,Cash,0.0
1.7,1020,10.5,Taxi Affiliation Services,Credit Card,26.1
0.5,300,5.0,Choice Taxi Association,Cash,0.0
0.5,300,5.0,"Taxicab Insurance Agency, LLC",Cash,0.0
1.0,600,7.5,Top Cab Affiliation,Cash,0.0
0.8,480,6.5,Top Cab Affiliation,Cash,0.0
0.8,480,6.5,"Taxicab Insurance Agency, LLC",Credit Card,30.8
1.6,960,9.75,Chicago Independents,Credit Card,10.3
0.8,480,6.5,"Taxicab Insurance Agency, LLC",Credit Card,61.5
0.8,480,6.5,Choice Taxi Association,Cash,0.0
1.0,600,7.0,U Taxicab,Cash,0.0
0.9,540,6.75,U Taxicab,Cash,0.0
0.9,540,6.75,"Taxicab Insurance Agency, LLC",Credit Card,20.0
2.7,1620,14.25,Taxi Affiliation Services,Credit Card,7.0
0.5,300,5.0,Globe Taxi,Credit Card,60.0
0.8,480,6.5,Taxi Affiliation Services,Credit Card,26.7
0.8,480,6.0,Top Cab Affiliation,Credit Card,33.3
1.35,810,8.5,Sun Taxi,Cash,0.0
0.5,300,5.25,"Taxicab Insurance Agency, LLC",Credit Card,35.0
0.5,300,5.25,Taxi Affiliation Services,Cash,0.0
0.5,300,5.0,Taxi Affiliation Services,Credit Card,66.7
0.8,480,6.5,"Taxicab Insurance Agency, LLC",Cash,0.0
1.3,780,8.75,Taxi Affiliation Services,Credit Card,34.3
1.6,960,9.5,Taxi Affiliation Services,Cash,0.0
0.5,300,5.5,Top Cab Affiliation,Cash,0.0
0.5,300,5.0,Choice Taxi Association,Cash,0.0
0.8,480,7.75,"Taxicab Insurance Agency, LLC",Credit Card,10.1
0.5,300,5.0,"Taxicab Insurance Agency, LLC",Credit Card,40.0
1.0,600,7.25,Globe Taxi,Cash,0.0
1.0,600,7.75,Taxi Affiliation Services,Cash,0.0
1.0,600,7.5,Top Cab Affiliation,Cash,0.0
2.6,1560,14.0,Taxi Affiliation Services,Unknown,0.0
1.3,780,8.5,Globe Taxi,Credit Card,35.3
0.8,480,6.25,Taxi Affiliation Services,Unknown,0.0
0.8,480,6.5,Top Cab Affiliation,Credit Card,30.8
0.8,480,6.5,U Taxicab,Credit Card,61.5
0.5,300,5.0,U Taxicab,Cash,0.0
0.5,300,5.25,Taxi Affiliation Services,Cash,0.0
1.06,636,9.0,Blue Ribbon Taxi Association,Mobile,11.6
0.5,300,5.25,Top Cab Affiliation,Cash,0.0
0.8,480,6.5,Top Cab Affiliation,Cash,0.0
0.5,300,5.25,Taxi Affiliation Services,Cash,0.0
1.3,780,9.25,"Taxicab Insurance Agency, LLC",Cash,0.0
0.8,480,6.25,Top Cab Affiliation,Cash,0.0
0.8,480,6.5,Top Cab Affiliation,Credit Card,30.8
0.5,300,5.25,Top Cab Affiliation,Credit Card,41.4
0.8,480,6.25,Choice Taxi Association,Cash,0.0
2.0,1200,12.0,Taxi Affiliation Services,Cash,0.0
1.3,780,8.5,Taxi Affiliation Services,Cash,0.0
0.5,300,5.0,Taxi Affiliation Services,Credit Card,60.0
1.8,1080,10.25,Taxi Affiliation Services,Cash,0.0
1.8,1080,11.0,Taxi Affiliation Services,Cash,0.0
0.5,300,5.0,Taxi Affiliation Services,Cash,0.0
0.8,480,6.5,Taxi Affiliation Services,Credit Card,26.7
1.0,600,7.25,Taxi Affiliation Services,Cash,0.0
0.8,480,6.75,Choice Taxi Association,Credit Card,29.6
1.0,600,7.25,Taxi Affiliation Services,Cash,0.0
0.5,300,5.25,Globe Taxi,Cash,0.0
1.7,1020,10.0,Taxi Affiliation Services,Cash,0.0
1.0,600,7.5,Top Cab Affiliation,Cash,0.0
0.5,300,5.25,Choice Taxi Association,Cash,0.0
0.5,300,5.0,Taxi Affiliation Services,Cash,0.0
0.5,300,5.25,Taxi Affiliation Services,Cash,0.0
0.8,480,6.75,Taxi Affiliation Services,Cash,0.0
1.1,660,7.5,Taxi Affiliation Services,Credit Card,35.3
1.1,660,7.0,U Taxicab,Credit Card,28.6
0.55,330,5.25,Flash Cab,Cash,0.0
0.68,408,6.0,Flash Cab,Cash,0.0
1.1,660,8.0,Globe Taxi,Credit Card,36.4
1.11,666,8.0,City Service,Credit Card,25.0
1.1,660,7.75,Top Cab Affiliation,Cash,0.0
2.14,1283,12.75,Medallion Leasin,Prcard,0.0
2.7,1618,14.25,Taxicab Insurance Agency Llc,Credit Card,31.0
5.38,3224,27.75,Flash Cab,Prcard,0.0
0.7,419,6.0,Chicago Independents,Credit Card,33.3
1.22,730,8.25,Flash Cab,Prcard,0.0
0.84,502,7.0,Flash Cab,Cash,0.0
1.16,693,9.0,Chicago Independents,Mobile,22.9
0.72,430,6.0,Medallion Leasin,Mobile,21.7
0.7,418,6.75,Chicago Independents,Credit Card,25.8
2.03,1212,11.75,Sun Taxi,Credit Card,20.8
6.36,3797,30.75,Flash Cab,Prcard,0.0
1.76,1050,7.25,Star North Taxi Management Llc,Cash,0.0
5.62,3352,27.75,Flash Cab,Prcard,0.0
2.76,1646,15.5,Flash Cab,Prcard,0.0
6.05,3608,29.5,Flash Cab,Prcard,0.0
1.2,715,6.75,Sun Taxi,Cash,0.0
1.39,828,9.0,Sun Taxi,Mobile,5.8
1.17,696,8.0,Sun Taxi,Credit Card,25.0
0.57,339,5.5,Flash Cab,Cash,0.0
1.12,666,7.75,Flash Cab,Cash,0.0
1.62,963,10.0,City Service,Credit Card,20.0
1.07,636,7.5,Flash Cab,Mobile,21.3
0.51,303,5.25,Flash Cab,Cash,0.0
8.8,5228,45.0,Globe Taxi,Cash,0.0
0.84,499,9.0,Flash Cab,Mobile,11.6
1.97,1170,11.75,Sun Taxi,Cash,0.0
0.9,534,6.5,Chicago Independents,Cash,0.0
2.76,1637,14.5,Sun Taxi,Credit Card,25.8
0.84,498,6.5,City Service,Credit Card,30.8
1.62,960,9.75,City Service,Credit Card,27.9
1.47,871,9.0,Sun Taxi,Mobile,33.3
0.6,355,5.5,Chicago Taxicab,Credit Card,36.4
0.84,497,6.5,Sun Taxi,Cash,0.0
0.57,337,5.25,Taxicab Insurance Agency Llc,Cash,0.0
0.74,437,6.25,Flash Cab,Prcard,0.0
3.53,2083,18.0,Medallion Leasin,Mobile,30.8
1.44,849,9.0,City Service,Cash,0.0
0.83,489,9.0,Sun Taxi,Mobile,22.2
1.36,801,8.75,Flash Cab,Mobile,21.1
0.99,583,7.25,Flash Cab,Cash,0.0
1.7,1001,10.0,Chicago Independents,Cash,0.0
0.96,565,7.0,Globe Taxi,Cash,0.0
6.62,3896,31.0,Flash Cab,Cash,0.0
1.39,818,9.0,24 Seven Taxi,Credit Card,19.0
1.16,682,8.0,Flash Cab,Credit Card,50.0
1.2,705,8.0,Globe Taxi,Cash,0.0
0.63,370,5.5,Taxicab Insurance Agency Llc,Cash,0.0
0.86,505,6.75,City Service,Credit Card,34.3
1.38,810,8.75,Sun Taxi,Cash,0.0
0.61,358,5.75,Flash Cab,Cash,0.0
2.8,1643,14.75,Chicago Independents,Cash,0.0
0.6,352,5.5,Chicago Independents,Credit Card,36.4
0.52,305,9.0,City Service,Mobile,23.0
3.34,1959,18.0,Flash Cab,Cash,0.0
1.63,956,9.75,Flash Cab,Cash,0.0
2.66,1560,14.0,Sun Taxi,Credit Card,20.7
2.21,1296,12.5,Sun Taxi,Cash,0.0
1.05,615,7.25,City Service,Credit Card,27.6
5.11,2992,24.75,Medallion Leasin,Cash,0.0
0.82,480,6.0,Sun Taxi,Cash,0.0
2.36,1381,10.54,Globe Taxi,Mobile,23.0
1.27,743,8.5,Sun Taxi,Credit Card,23.5
2.67,1562,14.5,Flash Cab,Cash,0.0
0.6,351,5.5,Chicago Independents,Credit Card,30.8
4.0,2340,27.0,Choice Taxi Association,Cash,0.0
0.9,526,7.0,Flash Cab,Cash,0.0
0.83,485,6.75,Flash Cab,Credit Card,44.4
0.95,555,7.0,Star North Taxi Management Llc,Cash,0.0
1.26,736,8.5,Taxicab Insurance Agency Llc,Cash,0.0
1.36,794,8.75,24 Seven Taxi,Cash,0.0
3.7,2160,18.5,U Taxicab,Cash,0.0
6.46,3770,32.25,Flash Cab,Prcard,0.0
0.72,420,6.5,Medallion Leasin,Cash,0.0
0.96,560,9.0,Flash Cab,Mobile,20.7
2.04,1190,11.25,Chicago Independents,Credit Card,8.9
0.66,385,5.75,City Service,Cash,0.0
0.66,385,5.75,Sun Taxi,Mobile,16.3
1.32,770,8.5,Flash Cab,Credit Card,31.6
1.28,746,9.0,Medallion Leasin,Mobile,23.0
1.29,751,8.25,Sun Taxi,Credit Card,36.4
0.84,489,6.25,Sun Taxi,Cash,0.0
1.22,710,8.25,Flash Cab,Cash,0.0
0.54,314,5.25,City Service,Cash,0.0
3.2,1860,16.0,Taxi Affiliation Services,Credit Card,20.6
1.85,1074,10.25,Blue Ribbon Taxi Association,Mobile,42.0
1.68,975,9.75,Flash Cab,Credit Card,41.0
0.8,464,6.5,Flash Cab,Cash,0.0
3.17,1838,10.58,City Service,Mobile,23.0
0.77,446,6.25,Medallion Leasin,Mobile,27.0
1.05,608,7.5,Medallion Leasin,Cash,0.0
1.59,920,9.5,Sun Taxi,Credit Card,21.1
3.4,1966,18.75,Flash Cab,Prcard,0.0
0.5,289,5.0,Flash Cab,Cash,0.0
2.53,1462,9.28,Globe Taxi,Mobile,17.2
0.61,352,5.25,Medallion Leasin,Cash,0.0
0.87,502,6.75,Medallion Leasin,Credit Card,29.6
2.3,1327,12.75,Star North Taxi Management Llc,Cash,0.0
0.93,536,6.75,Flash Cab,Credit Card,41.4
1.02,587,7.5,City Service,Cash,0.0
1.17,673,7.75,Flash Cab,Credit Card,22.9
2.4,1380,12.75,Taxi Affiliation Services,Cash,0.0
1.19,684,7.75,Flash Cab,Credit Card,32.3
0.71,408,5.75,Taxicab Insurance Agency Llc,Cash,0.0
0.74,425,6.25,Sun Taxi,Credit Card,48.0
0.62,356,5.5,City Service,Cash,0.0
1.19,683,8.0,Flash Cab,Cash,0.0
1.02,585,7.25,Flash Cab,Credit Card,24.2
1.28,734,8.25,Flash Cab,Credit Card,36.4
1.24,711,8.25,City Service,Credit Card,24.2
6.16,3532,32.0,Sun Taxi,Cash,0.0
1.8,1031,10.75,Blue Ribbon Taxi Association,Cash,0.0
0.73,418,6.0,Medallion Leasin,Cash,0.0
4.7,2690,23.75,Flash Cab,Prcard,0.0
1.19,681,7.75,Flash Cab,Cash,0.0
6.37,3645,30.5,Flash Cab,Prcard,0.0
0.79,452,6.25,Flash Cab,Cash,0.0
2.37,1356,13.0,Taxicab Insurance Agency Llc,Cash,0.0
0.57,326,5.75,Patriot Taxi Dba Peace Taxi Associat,Cash,0.0
0.64,366,5.75,Blue Ribbon Taxi Association,Credit Card,52.2
8.12,4642,26.5,Flash Cab,Cash,0.0
1.2,686,8.0,Chicago Independents,Cash,0.0
2.04,1166,11.5,Chicago Independents,Cash,0.0
2.1,1200,12.0,"Taxicab Insurance Agency, LLC",Cash,0.0
2.1,1200,11.5,Taxi Affiliation Services,Unknown,0.0
1.5,857,9.0,Taxicab Insurance Agency Llc,Cash,0.0
0.59,337,5.5,Flash Cab,Cash,0.0
2.87,1639,12.53,Chicago Independents,Mobile,23.0
0.72,411,6.0,City Service,Cash,0.0
2.24,1278,13.25,Flash Cab,Cash,0.0
1.58,901,9.5,Taxicab Insurance Agency Llc,Credit Card,31.6
6.05,3450,26.5,Medallion Leasin,Credit Card,20.4
5.53,3153,18.83,Star North Taxi Management Llc,Mobile,23.0
0.67,382,9.0,Sun Taxi,Mobile,17.2
0.6,342,5.5,Flash Cab,Cash,0.0
1.86,1060,9.0,City Service,Mobile,22.9
4.5,2564,22.0,Flash Cab,Prcard,0.0
4.38,2495,21.5,Chicago Independents,Cash,0.0
2.04,1162,9.35,Sun Taxi,Mobile,20.7
1.3,740,8.0,City Service,Cash,0.0
3.73,2123,19.25,Sun Taxi,Cash,0.0
1.42,808,9.0,Flash Cab,Credit Card,33.3
1.06,603,7.5,Star North Taxi Management Llc,Cash,0.0
0.61,347,5.5,Sun Taxi,Cash,0.0
0.8,455,11.0,Flash Cab,Mobile,18.2
0.54,307,5.25,Flash Cab,Cash,0.0
1.23,699,8.0,Star North Taxi Management Llc,Cash,0.0
0.86,488,6.5,Taxicab Insurance Agency Llc,Cash,0.0
0.52,295,5.25,City Service,Cash,0.0
1.78,1009,10.0,City Service,Credit Card,18.2
5.75,3259,27.5,Flash Cab,Prcard,0.0
0.6,340,5.25,Globe Taxi,Credit Card,32.0
0.57,323,5.5,24 Seven Taxi,Cash,0.0
1.8,1020,10.5,Choice Taxi Association,Cash,0.0
1.8,1020,10.5,Taxi Affiliation Services,Credit Card,21.0
1.8,1020,10.25,Globe Taxi,Mobile,10.0
1.35,765,8.5,Sun Taxi,Credit Card,31.6
1.8,1020,10.25,Taxi Affiliation Services,Cash,0.0
1.8,1020,10.5,Choice Taxi Association,Credit Card,31.0
7.49,4243,31.25,Patriot Taxi Dba Peace Taxi Associat,Prcard,0.0
1.72,974,10.0,Sun Taxi,Credit Card,20.0
0.5,283,5.0,Chicago Independents,Cash,0.0
0.7,396,6.0,Flash Cab,Credit Card,66.7
3.15,1782,16.0,Medallion Leasin,Cash,0.0
1.05,594,7.5,Chicago Independents,Cash,0.0
1.52,859,9.5,Medallion Leasin,Cash,0.0
0.97,548,9.0,Medallion Leasin,Mobile,23.0
3.4,1920,16.0,Taxi Affiliation Services,Credit Card,47.1
1.32,745,8.25,Flash Cab,Cash,0.0
1.46,824,8.75,Blue Ribbon Taxi Association,Cash,0.0
1.01,570,7.25,Taxicab Insurance Agency Llc,Cash,0.0
2.59,1461,14.25,Chicago Independents,Cash,0.0
0.75,423,6.0,Taxicab Insurance Agency Llc,Cash,0.0
3.41,1923,12.56,Flash Cab,Mobile,23.0
0.72,406,6.0,Flash Cab,Prcard,0.0
1.05,592,7.0,City Service,Credit Card,28.6
0.58,327,5.5,24 Seven Taxi,Cash,0.0
1.54,868,9.25,City Service,Cash,0.0
4.09,2305,20.5,Flash Cab,Prcard,0.0
2.98,1679,15.5,Flash Cab,Credit Card,25.8
1.29,726,8.25,Sun Taxi,Credit Card,24.2
0.67,377,5.75,Blue Ribbon Taxi Association,Credit Card,29.6
0.67,377,6.0,Flash Cab,Cash,0.0
0.88,495,6.75,Taxicab Insurance Agency Llc,Credit Card,48.5
1.62,911,9.25,Flash Cab,Credit Card,32.4
1.93,1085,9.14,Blue Ribbon Taxi Association,Mobile,0.0
0.58,326,5.25,City Service,Cash,0.0
0.5,281,4.75,Chicago Independents,Credit Card,63.2
1.46,820,9.25,Blue Ribbon Taxi Association,Credit Card,0.1
1.24,696,8.0,Flash Cab,Credit Card,12.5
0.8,449,6.25,City Service,Cash,0.0
0.85,477,6.5,Medallion Leasin,Credit Card,30.8
6.21,3483,28.5,Flash Cab,Prcard,0.0
1.07,600,7.25,Star North Taxi Management Llc,Cash,0.0
0.56,314,5.5,Patriot Taxi Dba Peace Taxi Associat,Cash,0.0
0.86,482,6.5,Flash Cab,Cash,0.0
6.23,3491,31.25,Flash Cab,Prcard,0.0
0.58,325,5.25,Medallion Leasin,Cash,0.0
0.68,381,5.75,Flash Cab,Credit Card,29.6
1.08,605,7.5,24 Seven Taxi,Credit Card,26.7
3.0,1680,14.25,Choice Taxi Association,Credit Card,21.1
1.5,840,11.5,"Taxicab Insurance Agency, LLC",Cash,0.0
1.5,840,9.5,"Taxicab Insurance Agency, LLC",Cash,0.0
5.83,3263,28.0,Flash Cab,Prcard,0.0
0.52,291,5.0,City Service,Cash,0.0
4.06,2272,18.5,Chicago Independents,Credit Card,25.7
1.16,649,7.75,Star North Taxi Management Llc,Credit Card,38.7
1.79,1001,9.0,Taxicab Insurance Agency Llc,Mobile,23.0
0.71,397,6.0,Flash Cab,Cash,0.0
1.39,777,8.25,Star North Taxi Management Llc,Credit Card,36.4
3.96,2213,18.5,Flash Cab,Credit Card,20.5
1.06,592,9.0,Blue Ribbon Taxi Association,Mobile,23.0
1.1,614,7.25,Chicago Independents,Cash,0.0
1.1,614,7.25,Sun Taxi,Cash,0.0
4.4,2455,21.5,Flash Cab,Prcard,0.0
1.59,887,9.25,Sun Taxi,Credit Card,32.4
0.83,463,6.5,Flash Cab,Credit Card,30.8
0.9,502,6.5,Chicago Independents,Cash,0.0
0.59,329,5.5,City Service,Cash,0.0
1.77,987,10.75,Medallion Leasin,Cash,0.0
1.4,780,8.5,"Taxicab Insurance Agency, LLC",Credit Card,15.1
1.4,780,8.25,Taxi Affiliation Services,Unknown,0.0
1.4,780,8.25,Taxi Affiliation Services,Cash,0.0
1.83,1019,10.5,City Service,Credit Card,38.1
1.32,735,8.5,Flash Cab,Cash,0.0
1.11,618,7.5,Taxicab Insurance Agency Llc,Credit Card,13.3
1.33,740,8.5,Star North Taxi Management Llc,Credit Card,23.5
2.59,1440,11.6,Sun Taxi,Mobile,0.0
0.84,467,6.75,Sun Taxi,Credit Card,29.6
2.24,1245,11.5,Flash Cab,Cash,0.0
1.42,789,9.0,City Service,Mobile,22.9
2.7,1500,13.5,Taxi Affiliation Services,Credit Card,20.7
5.4,3000,26.75,Top Cab Affiliation,Unknown,0.0
0.92,511,7.0,Taxicab Insurance Agency Llc,Cash,0.0
2.22,1233,12.0,Blue Ribbon Taxi Association,Cash,0.0
1.77,983,10.0,Taxicab Insurance Agency Llc,Credit Card,20.0
1.5,833,9.0,Chicago Independents,Mobile,23.0
0.89,494,6.5,Sun Taxi,Credit Card,40.0
0.73,405,5.75,Taxicab Insurance Agency Llc,Cash,0.0
1.68,932,10.0,Sun Taxi,Cash,0.0
1.18,654,7.75,City Service,Cash,0.0
0.61,338,5.5,Taxicab Insurance Agency Llc,Credit Card,57.1
1.3,720,8.0,Top Cab Affiliation,Credit Card,25.0
5.22,2890,24.0,Flash Cab,Credit Card,29.2
0.99,548,7.25,Taxicab Insurance Agency Llc,Cash,0.0
3.8,2100,18.0,Top Cab Affiliation,Credit Card,20.6
2.48,1370,13.25,City Service,Cash,0.0
1.8,994,10.5,Chicago Independents,Cash,0.0
0.77,425,6.0,24 Seven Taxi,Cash,0.0
1.35,745,9.0,City Service,Mobile,17.2
0.56,309,5.75,Chicago Independents,Credit Card,69.6
0.87,480,6.5,Taxicab Insurance Agency Llc,Cash,0.0
1.76,971,9.0,City Service,Mobile,22.9
0.68,375,6.0,Chicago Independents,Cash,0.0
1.11,612,9.0,City Service,Mobile,22.9
2.01,1108,12.0,Taxicab Insurance Agency Llc,Cash,0.0
1.31,722,8.25,Flash Cab,Mobile,21.2
0.61,336,5.5,Flash Cab,Cash,0.0
1.4,771,9.25,Sun Taxi,Cash,0.0
0.71,391,5.75,Sun Taxi,Cash,0.0
5.59,3078,25.5,Flash Cab,Cash,0.0
0.97,534,7.0,Medallion Leasin,Cash,0.0
0.94,517,7.0,City Service,Credit Card,25.0
1.2,660,7.5,Taxi Affiliation Services,Cash,0.0
1.2,660,7.75,Chicago Independents,Credit Card,38.7
1.2,660,9.5,"Taxicab Insurance Agency, LLC",Cash,0.0
1.2,660,7.5,Taxi Affiliation Services,Credit Card,53.3
0.78,429,6.25,Medallion Leasin,Cash,0.0
1.2,660,7.5,Taxi Affiliation Services,Unknown,0.0
1.2,660,8.0,Taxi Affiliation Services,Cash,0.0
1.2,660,7.75,Taxi Affiliation Services,Cash,0.0
0.66,363,6.0,Flash Cab,Cash,0.0
1.2,660,7.5,Chicago Independents,Credit Card,53.3
1.2,660,8.0,"Taxicab Insurance Agency, LLC",Cash,0.0
0.92,506,6.75,Star North Taxi Management Llc,Credit Card,44.4
1.2,660,7.75,U Taxicab,Cash,0.0
2.1,1154,11.25,Medallion Leasin,Cash,0.0
0.79,434,6.25,Medallion Leasin,Credit Card,32.0
0.75,412,5.75,Flash Cab,Prcard,0.0
4.11,2257,14.11,Star North Taxi Management Llc,Mobile,28.8
0.51,280,5.0,City Service,Cash,0.0
1.64,900,9.75,Sun Taxi,Cash,0.0
1.09,598,7.75,Blue Ribbon Taxi Association,Cash,0.0
0.72,395,6.0,City Service,Cash,0.0
3.5,1920,17.75,Taxi Affiliation Services,Unknown,0.0
0.92,504,6.75,Flash Cab,Cash,0.0
0.65,356,5.75,Sun Taxi,Cash,0.0
8.97,4909,35.5,Sun Taxi,Prcard,0.0
1.8,985,9.75,Globe Taxi,Credit Card,20.5
0.7,383,9.0,Blue Ribbon Taxi Association,Mobile,22.9
4.65,2540,23.5,Patriot Taxi Dba Peace Taxi Associat,Prcard,0.0
0.98,535,7.0,Flash Cab,Cash,0.0
1.22,666,9.0,Blue Ribbon Taxi Association,Mobile,23.0
0.96,524,7.0,Flash Cab,Credit Card,14.3
0.94,513,6.75,City Service,Credit Card,25.8
1.1,600,7.25,"Taxicab Insurance Agency, LLC",Credit Card,20.0
1.1,600,7.75,Globe Taxi,Credit Card,25.8
1.1,600,7.5,Globe Taxi,Cash,0.0
1.1,600,7.25,Chicago Independents,Cash,0.0
1.1,600,7.25,Globe Taxi,Credit Card,137.9
1.1,600,7.5,"Taxicab Insurance Agency, LLC",Cash,0.0
1.1,600,7.75,Taxi Affiliation Services,Unknown,0.0
1.1,600,7.25,Taxi Affiliation Services,Cash,0.0
1.1,600,7.75,Taxi Affiliation Services,Credit Card,45.7
1.1,600,7.5,Choice Taxi Association,Credit Card,40.0
1.1,600,8.25,Top Cab Affiliation,Credit Card,15.0
0.62,338,5.5,City Service,Cash,0.0
0.51,278,5.0,City Service,Cash,0.0
0.6,327,5.25,Chicago Independents,Cash,0.0
0.8,436,6.0,City Service,Cash,0.0
0.69,376,5.75,City Service,Cash,0.0
1.13,615,9.0,Taxicab Insurance Agency Llc,Mobile,22.9
1.55,843,9.0,Chicago Independents,Mobile,22.9
1.05,571,7.25,Sun Taxi,Cash,0.0
1.99,1082,9.99,Medallion Leasin,Mobile,23.0
0.55,299,5.25,Taxicab Insurance Agency Llc,Credit Card,19.0
3.03,1646,12.32,City Service,Mobile,23.0
0.72,391,5.75,Flash Cab,Cash,0.0
0.79,429,9.0,Medallion Leasin,Mobile,5.8
2.1,1140,11.0,Taxi Affiliation Services,Credit Card,20.9
2.1,1140,11.0,"Taxicab Insurance Agency, LLC",Credit Card,13.6
2.1,1140,12.0,Taxi Affiliation Services,Cash,0.0
1.82,988,9.0,Chicago Independents,Cash,0.0
1.01,548,7.25,Flash Cab,Cash,0.0
0.66,358,5.5,24 Seven Taxi,Credit Card,18.2
1.92,1041,10.75,City Service,Credit Card,0.0
3.02,1637,15.0,Sun Taxi,Credit Card,66.7
1.93,1046,10.0,Chicago Independents,Cash,0.0
3.1,1680,16.0,Taxi Affiliation Services,Unknown,0.0
0.74,401,6.0,Flash Cab,Credit Card,33.3
1.44,780,9.0,City Service,Cash,0.0
0.96,520,7.0,Sun Taxi,Cash,0.0
10.81,5853,50.5,Star North Taxi Management Llc,Cash,0.0
2.26,1223,10.25,Medallion Leasin,Cash,0.0
0.83,449,9.0,Medallion Leasin,Mobile,22.9
0.83,449,6.5,Sun Taxi,Credit Card,30.8
9.44,5104,42.75,Sun Taxi,Prcard,0.0
0.69,373,5.75,Star North Taxi Management Llc,Cash,0.0
1.59,859,9.0,Star North Taxi Management Llc,Mobile,23.0
0.9,486,6.75,Flash Cab,Cash,0.0
1.5,810,9.0,City Service,Cash,0.0
0.65,351,5.5,City Service,Cash,0.0
1.0,540,7.0,Taxi Affiliation Services,Cash,0.0
1.0,540,6.75,"Taxicab Insurance Agency, LLC",Credit Card,22.2
1.0,540,7.0,Taxi Affiliation Services,Credit Card,42.9
1.0,540,7.0,Taxi Affiliation Services,Cash,0.0
1.0,540,6.75,Top Cab Affiliation,Cash,0.0
1.0,540,6.75,Globe Taxi,Credit Card,29.6
1.0,540,7.75,Globe Taxi,Credit Card,25.8
1.0,540,6.75,Taxi Affiliation Services,Credit Card,29.6
2.0,1080,11.75,"Taxicab Insurance Agency, LLC",Credit Card,20.9
2.0,1080,10.5,Taxi Affiliation Services,Cash,0.0
1.0,540,6.75,Taxi Affiliation Services,Cash,0.0
1.0,540,7.25,"Taxicab Insurance Agency, LLC",Credit Card,0.0
1.0,540,7.25,U Taxicab,Cash,0.0
0.95,513,6.5,Taxicab Insurance Agency Llc,Cash,0.0
1.0,540,7.0,"Taxicab Insurance Agency, LLC",Cash,0.0
1.0,540,8.25,Taxi Affiliation Services,Cash,0.0
1.56,842,9.25,Medallion Leasin,Mobile,21.1
1.37,739,8.25,Sun Taxi,Credit Card,36.4
0.66,356,5.75,Chicago Independents,Credit Card,44.4
6.35,3425,30.0,Flash Cab,Prcard,0.0
1.3,701,8.0,Chicago Independents,Cash,0.0
1.18,636,7.25,Flash Cab,Prcard,0.0
1.08,582,7.25,Taxicab Insurance Agency Llc,Cash,0.0
1.42,765,9.0,Flash Cab,Cash,0.0
1.84,991,10.5,Medallion Leasin,Cash,0.0
1.25,673,7.75,City Service,Cash,0.0
0.6,323,5.0,Chicago Independents,Cash,0.0
0.55,296,5.25,Blue Ribbon Taxi Association,Credit Card,38.1
0.61,328,5.5,City Service,Cash,0.0
1.7,914,9.0,Globe Taxi,Mobile,33.3
0.8,430,5.75,Chicago Independents,Cash,0.0
0.75,403,9.0,City Service,Mobile,11.6
2.12,1139,11.25,Blue Ribbon Taxi Association,Credit Card,26.7
1.0,537,6.75,Sun Taxi,Cash,0.0
1.49,800,9.0,Taxicab Insurance Agency Llc,Mobile,11.1
3.8,2040,18.25,Taxi Affiliation Services,Credit Card,54.8
